region_id,Persons_Total_Has_need_for_assistance,Persons_Total_Does_not_have_need_for_assistance,Persons_Total_Need_for_assistance_not_stated,Persons_Total_Total
1104606,32,344,6,382
1104607,30,424,24,478
1104608,19,463,17,499
1104609,46,395,19,460
1104610,26,227,0,253
1104611,33,232,15,280
1104612,16,261,13,290
1104613,0,0,0,0
1104614,23,271,3,297
1104615,21,237,9,267
1104616,31,398,30,459
1104617,25,381,20,426
1104618,26,463,18,507
1104619,34,415,26,475
1104620,34,346,19,399
1104621,24,264,0,288
1104622,19,261,6,286
1104623,3,9,0,12
1104624,30,427,20,477
1104625,74,539,26,639
1104701,15,476,12,503
1104702,6,230,6,242
1104703,12,193,6,211
1104704,29,552,32,613
1104705,24,463,6,493
1104706,10,408,9,427
1104707,32,468,24,524
1104708,19,573,6,598
1104709,14,449,19,482
1104710,147,114,16,277
1104711,39,420,26,485
1104712,24,431,30,485
1104713,51,597,23,671
1104714,3,192,7,202
1104715,18,410,21,449
1104716,15,421,12,448
1104717,9,326,15,350
1104718,11,364,21,396
1104719,19,610,16,645
1104720,10,240,16,266
1104721,24,451,17,492
1104722,24,468,33,525
1104723,12,267,27,306
1104724,3,291,60,354
1104725,4,266,11,281
1104726,9,324,8,341
1104727,18,330,9,357
1104728,25,552,13,590
1104729,17,505,22,544
1104730,3,312,9,324
1104731,27,537,8,572
1104732,28,385,27,440
1104733,9,166,9,184
1104734,15,247,5,267
1104735,19,469,12,500
1104736,14,475,19,508
1104737,3,15,0,18
1104801,9,263,20,292
1104802,26,342,30,398
1104803,23,481,21,525
1104804,21,289,24,334
1104805,24,330,22,376
1104806,9,255,8,272
1104807,27,486,27,540
1104808,13,249,27,289
1104809,40,335,22,397
1104810,44,501,25,570
1104811,31,511,40,582
1104812,42,462,31,535
1104813,34,477,35,546
1104814,63,552,44,659
1104815,43,290,22,355
1104816,18,303,6,327
1104817,25,412,12,449
1104818,28,490,46,564
1104819,33,439,24,496
1104820,11,219,16,246
1104821,135,369,38,542
1104822,15,507,37,559
1104823,18,276,9,303
1104824,33,547,41,621
1104825,16,399,32,447
1104826,29,348,20,397
1104827,38,471,6,515
1104828,34,458,21,513
1104829,47,379,36,462
1104830,62,413,19,494
1104831,18,366,3,387
1104832,29,456,9,494
1104833,26,420,30,476
1104834,27,273,21,321
1104835,27,251,12,290
1104836,32,476,18,526
1104837,31,486,32,549
1104838,10,294,12,316
1104839,303,487,28,818
1104840,24,301,15,340
1104841,21,310,15,346
1104842,22,313,15,350
1104843,36,322,19,377
1104844,12,264,14,290
1104845,52,360,30,442
1104846,55,430,26,511
1104847,11,240,16,267
1104901,4,402,26,432
1104902,9,287,26,322
1104903,18,336,34,388
1104904,15,308,24,347
1104905,8,428,30,466
1104906,6,239,23,268
1104907,6,179,18,203
1104908,7,177,6,190
1104909,0,0,0,0
1104910,15,345,27,387
1105001,22,552,33,607
1105002,23,299,19,341
1105003,15,438,27,480
1105004,3,297,0,300
1105005,12,374,11,397
1105006,13,350,24,387
1105007,19,363,10,392
1105008,51,568,21,640
1105009,24,395,10,429
1105010,11,287,3,301
1105011,33,356,42,431
1105012,14,320,17,351
1105013,16,350,20,386
1105014,0,0,0,0
1105015,18,245,18,281
1105016,0,3,0,3
1105017,43,326,34,403
1105018,21,297,3,321
1105019,6,382,18,406
1105020,51,264,6,321
1105021,58,320,15,393
1105022,25,404,0,429
1105023,82,718,21,821
1105024,29,327,18,374
1105025,28,297,21,346
1105026,25,464,25,514
1105101,15,498,17,530
1105102,22,324,8,354
1105103,8,228,11,247
1105104,6,171,0,177
1105105,0,0,0,0
1105106,18,404,27,449
1105107,0,70,27,97
1105108,18,415,21,454
1105109,7,273,3,283
1105110,4,322,33,359
1105111,9,277,0,286
1105112,3,295,7,305
1105113,21,326,6,353
1105114,18,325,9,352
1105115,12,240,21,273
1105116,9,261,9,279
1105201,34,470,31,535
1105202,25,453,21,499
1105203,28,296,19,343
1105204,33,387,16,436
1105205,29,472,17,518
1105206,18,358,9,385
1105207,33,397,6,436
1105208,19,334,10,363
1105209,23,313,14,350
1105210,21,294,3,318
1105211,0,0,0,0
1105212,0,6,0,6
1105213,9,229,9,247
1105214,15,245,0,260
1105215,24,251,12,287
1105216,23,384,12,419
1105301,27,407,32,466
1105302,21,293,21,335
1105303,20,417,11,448
1105304,23,301,13,337
1105305,63,454,18,535
1105306,18,383,45,446
1105307,53,477,24,554
1105308,18,246,21,285
1105309,15,285,18,318
1105310,29,299,18,346
1105311,9,256,19,284
1105312,6,241,15,262
1105313,17,213,12,242
1105314,26,378,15,419
1105315,21,525,60,606
1105316,30,488,32,550
1105317,17,254,10,281
1105318,15,233,21,269
1105319,9,177,9,195
1105320,18,267,23,308
1105321,24,545,48,617
1105322,3,81,4,88
1105323,3,17,5,25
1105324,23,399,13,435
1105325,27,318,16,361
1105326,17,349,44,410
1105327,21,262,48,331
1105328,19,455,51,525
1105329,22,382,127,531
1105330,27,362,71,460
1105331,32,275,34,341
1105332,25,336,24,385
1105333,20,248,47,315
1105334,44,496,58,598
1105335,29,311,46,386
1105336,9,224,6,239
1105337,22,410,21,453
1105401,35,410,15,460
1105402,28,251,39,318
1105403,23,310,21,354
1105404,53,364,41,458
1105405,25,226,7,258
1105406,57,402,5,464
1105407,60,485,16,561
1105408,32,611,40,683
1105409,25,269,24,318
1105410,12,327,12,351
1105411,24,330,16,370
1105412,22,342,12,376
1105413,16,295,5,316
1105414,50,319,24,393
1105415,0,6,0,6
1105416,0,0,0,0
1105417,27,239,31,297
1105418,52,458,63,573
1105419,103,424,27,554
1105420,31,377,25,433
1105421,21,352,19,392
1105422,80,291,19,390
1105423,18,381,22,421
1105424,10,251,5,266
1105501,21,282,13,316
1105502,18,572,18,608
1105503,24,342,30,396
1105504,0,21,0,21
1105505,5,335,26,366
1105506,26,420,32,478
1105507,24,485,32,541
1105508,11,341,27,379
1105509,0,380,19,399
1105510,4,240,19,263
1105511,12,501,12,525
1105512,12,212,6,230
1105513,12,261,16,289
1105514,12,209,6,227
1105601,84,510,32,626
1105602,22,597,85,704
1105603,25,576,16,617
1105604,6,213,24,243
1105605,21,570,21,612
1105606,18,279,10,307
1105607,24,483,18,525
1105608,20,458,42,520
1105609,18,219,15,252
1105610,94,619,26,739
1105611,75,715,38,828
1105612,25,400,7,432
1105613,23,513,12,548
1105614,20,415,24,459
1105615,28,494,21,543
1105616,0,3,0,3
1105617,6,239,19,264
1105618,39,584,82,705
1105619,31,817,27,875
1105620,15,279,12,306
1105621,0,0,0,0
1105622,12,384,9,405
1105623,15,374,15,404
1105624,15,364,40,419
1105625,60,195,22,277
1105626,33,371,21,425
1105627,34,443,0,477
1105701,30,472,44,546
1105702,24,465,15,504
1105703,25,460,58,543
1105704,29,419,22,470
1105705,0,18,6,24
1105706,22,339,14,375
1105707,28,541,23,592
1105708,12,273,12,297
1105709,15,396,37,448
1105710,70,555,55,680
1105711,28,311,18,357
1105712,22,296,26,344
1105713,19,216,17,252
1105714,13,258,13,284
1105715,30,272,24,326
1105716,34,418,33,485
1105717,31,509,27,567
1105718,33,312,35,380
1105719,31,363,30,424
1105720,7,238,11,256
1105801,6,395,19,420
1105802,9,307,3,319
1105803,15,486,4,505
1105804,18,403,7,428
1105805,12,224,54,290
1105806,6,404,3,413
1105807,10,213,14,237
1105808,21,216,16,253
1105809,9,186,9,204
1105810,15,648,9,672
1105811,12,364,12,388
1105812,10,595,15,620
1105813,3,433,21,457
1105814,3,396,15,414
1105815,12,374,15,401
1105816,9,282,15,306
1105817,25,473,52,550
1105818,31,498,32,561
1105819,12,365,13,390
1105820,13,260,31,304
1105821,21,311,24,356
1105822,18,302,65,385
1105823,36,481,43,560
1105824,24,425,71,520
1105825,22,351,25,398
1105826,16,540,17,573
1105827,66,274,25,365
1105828,13,295,25,333
1105829,20,408,40,468
1105830,24,258,22,304
1105831,6,214,8,228
1105832,72,333,24,429
1105833,10,204,18,232
1105834,18,388,7,413
1105835,8,343,18,369
1105836,27,276,18,321
1105837,12,263,19,294
1105838,28,373,19,420
1105839,14,585,15,614
1105840,21,472,0,493
1105841,0,449,13,462
1105842,6,328,3,337
1105843,33,399,41,473
1105844,18,397,11,426
1105845,19,490,38,547
1105846,30,503,19,552
1105847,24,500,38,562
1105848,12,450,39,501
1105849,0,0,470,470
1105850,9,282,0,291
1105851,20,374,55,449
1105852,0,0,0,0
1105853,21,282,33,336
1105854,14,365,12,391
1105855,15,339,9,363
1105856,15,250,34,299
1105857,24,248,27,299
1105901,19,318,31,368
1105902,16,287,21,324
1105903,15,252,6,273
1105904,0,0,0,0
1105905,31,421,76,528
1105906,27,290,30,347
1105907,20,260,37,317
1105908,84,158,20,262
1105909,24,848,46,918
1105910,18,349,18,385
1105911,11,298,3,312
1105912,9,283,10,302
1105913,18,485,4,507
1105914,19,332,22,373
1105915,17,330,22,369
1105916,9,395,21,425
1105917,21,684,21,726
1105918,55,311,13,379
1105919,22,602,39,663
1105920,0,232,8,240
1105921,6,333,4,343
1105922,12,368,12,392
1105923,24,686,38,748
1106001,9,167,12,188
1106002,5,181,0,186
1106003,12,234,21,267
1106004,21,439,12,472
1106005,25,323,14,362
1106006,24,517,12,553
1106007,8,180,35,223
1106008,6,344,9,359
1106009,10,321,18,349
1106010,16,413,55,484
1106011,11,290,12,313
1106012,12,324,6,342
1106013,13,314,12,339
1106014,12,214,6,232
1106015,3,241,0,244
1106016,12,395,24,431
1106017,15,199,7,221
1106018,10,243,16,269
1106019,15,317,12,344
1106020,18,223,15,256
1106021,3,0,182,185
1106101,18,184,0,202
1106102,9,356,6,371
1106103,6,332,9,347
1106104,7,205,7,219
1106105,8,231,8,247
1106106,20,323,13,356
1106107,9,129,117,255
1106108,12,408,16,436
1106109,9,149,6,164
1106110,31,276,14,321
1106111,26,294,6,326
1106112,17,341,19,377
1106113,0,9,0,9
1106114,19,254,6,279
1106115,12,182,3,197
1106116,13,301,22,336
1106201,61,360,10,431
1106202,25,390,38,453
1106203,12,365,35,412
1106204,22,355,12,389
1106205,16,346,12,374
1106206,21,344,24,389
1106207,18,220,19,257
1106208,22,179,9,210
1106209,31,232,18,281
1106210,19,312,4,335
1106211,20,310,30,360
1106212,8,158,15,181
1106213,13,357,15,385
1106214,4,235,34,273
1106215,0,205,17,222
1106216,0,85,3,88
1106217,12,298,6,316
1106218,14,267,7,288
1106219,4,377,18,399
1106220,0,323,12,335
1106221,0,147,19,166
1106222,31,255,12,298
1106223,0,12,0,12
1106224,0,42,0,42
1106225,0,0,0,0
1106301,0,0,0,0
1106302,0,0,0,0
1106303,105,369,31,505
1106304,20,610,63,693
1106305,3,249,12,264
1106306,76,168,0,244
1106307,0,0,0,0
1106308,20,329,12,361
1106309,43,402,36,481
1106310,28,330,24,382
1106311,29,358,36,423
1106312,18,296,36,350
1106313,11,208,3,222
1106314,10,198,0,208
1106315,29,403,9,441
1106316,22,326,17,365
1106317,15,303,17,335
1106318,17,192,110,319
1106319,24,186,100,310
1106320,6,124,60,190
1106321,19,303,4,326
1106322,19,211,9,239
1106323,16,462,12,490
1106324,21,249,21,291
1106325,21,405,12,438
1106326,22,201,3,226
1106327,6,165,11,182
1106328,21,411,21,453
1106329,12,173,3,188
1106401,9,169,3,181
1106402,10,234,13,257
1106403,12,264,12,288
1106404,38,330,12,380
1106405,23,243,9,275
1106406,19,292,14,325
1106407,55,375,24,454
1106408,22,459,22,503
1106409,19,268,4,291
1106410,15,237,9,261
1106411,7,221,8,236
1106412,11,251,4,266
1106413,12,289,9,310
1106414,21,281,17,319
1106415,21,197,12,230
1106416,16,173,19,208
1106417,21,285,27,333
1106418,21,218,9,248
1106501,30,327,11,368
1106502,17,288,18,323
1106503,18,265,27,310
1106504,13,364,9,386
1106505,31,277,6,314
1106506,17,355,20,392
1106507,17,360,21,398
1106508,15,415,30,460
1106509,17,461,0,478
1106510,12,273,3,288
1106511,25,443,16,484
1106512,49,329,15,393
1106513,17,299,23,339
1106514,13,278,18,309
1106515,49,446,34,529
1106516,6,195,12,213
1106517,0,168,0,168
1106518,9,269,6,284
1106519,13,269,7,289
1106520,3,256,6,265
1106521,4,258,15,277
1106522,7,199,11,217
1106523,83,252,19,354
1106524,6,180,9,195
1106525,10,192,6,208
1106526,34,429,18,481
1106527,22,282,15,319
1106528,32,377,8,417
1106529,10,312,6,328
1106601,17,175,10,202
1106602,0,169,15,184
1106603,12,226,19,257
1106604,21,349,8,378
1106605,33,338,24,395
1106606,18,194,7,219
1106607,33,314,21,368
1106608,37,148,12,197
1106609,15,209,12,236
1106610,18,283,19,320
1106611,9,307,17,333
1106612,32,304,15,351
1106613,6,191,21,218
1106701,28,332,36,396
1106702,19,362,9,390
1106703,7,325,20,352
1106704,9,168,16,193
1106705,12,291,10,313
1106706,15,260,9,284
1106707,17,256,44,317
1106708,29,447,8,484
1106709,29,319,20,368
1106710,15,522,37,574
1106711,13,230,42,285
1106712,69,412,44,525
1106713,18,310,30,358
1106714,28,353,32,413
1106715,29,499,37,565
1106716,18,352,18,388
1106717,50,210,23,283
1106718,10,357,34,401
1106719,28,365,44,437
1106720,21,324,19,364
1106721,9,212,27,248
1106722,21,250,18,289
1106723,18,440,29,487
1106724,18,333,17,368
1106725,18,226,12,256
1106726,19,351,13,383
1106727,20,383,41,444
1106728,10,170,6,186
1106729,79,497,25,601
1106801,14,184,15,213
1106802,26,246,3,275
1106803,15,234,23,272
1106804,14,181,11,206
1106805,40,332,18,390
1106806,12,242,21,275
1106807,18,273,14,305
1106808,21,341,27,389
1106809,33,327,33,393
1106810,14,296,37,347
1106811,12,307,7,326
1106901,4,233,9,246
1106902,18,506,14,538
1106903,7,172,9,188
1106904,12,368,18,398
1106905,3,162,0,165
1106906,15,286,4,305
1106907,15,309,13,337
1106908,8,227,0,235
1106909,6,188,0,194
1106910,3,307,3,313
1106911,34,163,15,212
1106912,22,288,12,322
1106913,6,255,4,265
1106914,21,394,15,430
1106915,21,332,12,365
1106916,15,370,9,394
1106917,15,240,21,276
1106918,55,217,12,284
1106919,13,354,22,389
1107001,12,424,19,455
1107002,0,91,0,91
1107003,50,559,55,664
1107004,7,107,4,118
1107005,102,509,21,632
1107006,29,452,27,508
1107007,11,210,16,237
1107008,23,116,39,178
1107009,0,0,0,0
1107010,22,391,7,420
1107011,39,391,22,452
1107012,10,376,24,410
1107013,17,303,10,330
1107014,25,397,9,431
1107015,21,397,15,433
1107016,32,304,11,347
1107017,8,282,6,296
1107018,20,494,35,549
1107019,42,414,48,504
1107020,41,361,34,436
1107021,59,498,115,672
1107022,14,231,24,269
1107023,28,430,30,488
1107024,12,192,21,225
1107025,7,237,8,252
1107026,9,243,12,264
1107027,24,546,41,611
1107028,26,448,27,501
1107029,23,324,12,359
1107030,3,257,17,277
1107031,0,0,316,316
1107032,35,468,19,522
1107101,22,195,6,223
1107102,15,256,6,277
1107103,18,306,18,342
1107104,11,194,6,211
1107105,3,235,19,257
1107106,22,484,15,521
1107107,43,471,43,557
1107108,3,217,32,252
1107109,8,206,0,214
1107110,7,305,9,321
1107111,3,200,24,227
1107112,10,266,24,300
1107113,11,261,17,289
1107114,4,241,13,258
1107115,28,238,31,297
1107116,21,294,41,356
1107117,13,326,14,353
1107118,0,0,0,0
1107119,10,259,3,272
1107120,16,290,3,309
1107121,7,160,6,173
1107122,29,348,21,398
1107123,12,167,3,182
1107124,29,308,40,377
1107125,7,178,3,188
1107126,3,92,9,104
1107127,15,243,4,262
1107128,20,326,26,372
1107201,85,268,14,367
1107202,11,352,36,399
1107203,6,243,12,261
1107204,62,363,33,458
1107205,32,390,31,453
1107206,8,270,12,290
1107207,3,157,3,163
1107208,27,475,42,544
1107209,24,276,15,315
1107210,84,306,87,477
1107211,18,527,22,567
1107212,7,269,19,295
1107213,14,816,39,869
1107214,12,304,9,325
1107215,18,296,27,341
1107216,20,422,22,464
1107217,25,529,21,575
1107218,17,390,10,417
1107219,26,572,32,630
1107220,24,413,32,469
1107221,24,312,24,360
1107222,7,191,3,201
1107223,10,629,71,710
1107224,30,458,54,542
1107301,0,0,0,0
1107302,18,227,9,254
1107303,15,354,19,388
1107304,33,200,0,233
1107305,21,176,6,203
1107306,18,209,12,239
1107307,30,311,19,360
1107308,39,239,10,288
1107309,15,176,6,197
1107310,13,274,18,305
1107311,10,191,8,209
1107312,13,215,4,232
1107313,3,135,22,160
1107314,6,252,14,272
1107401,15,207,6,228
1107402,3,267,19,289
1107403,46,418,15,479
1107404,19,391,38,448
1107405,30,394,44,468
1107406,3,163,12,178
1107407,24,308,35,367
1107408,10,214,10,234
1107409,47,412,92,551
1107410,12,210,38,260
1107411,18,350,13,381
1107412,25,402,34,461
1107413,31,400,45,476
1107414,20,413,21,454
1107415,23,435,31,489
1107416,18,406,13,437
1107417,12,256,21,289
1107418,0,309,15,324
1107419,18,290,39,347
1107420,9,394,21,424
1107421,11,380,29,420
1107422,12,356,15,383
1107423,28,298,12,338
1107424,18,429,10,457
1107425,33,374,34,441
1107426,26,271,41,338
1107501,0,0,0,0
1107601,12,224,8,244
1107602,6,211,20,237
1107603,19,431,52,502
1107604,24,276,18,318
1107605,12,377,19,408
1107606,75,414,21,510
1107607,20,261,14,295
1107608,19,395,12,426
1107609,15,266,15,296
1107610,15,301,15,331
1107611,19,183,15,217
1107612,13,193,12,218
1107613,9,209,15,233
1107614,6,336,30,372
1107615,16,446,3,465
1107616,15,439,24,478
1107617,16,455,25,496
1107618,8,188,24,220
1107619,15,224,30,269
1107620,15,163,4,182
1107621,6,286,12,304
1107701,3,304,10,317
1107702,175,303,22,500
1107703,21,303,17,341
1107704,23,251,26,300
1107705,61,131,21,213
1107706,33,227,9,269
1107707,27,445,21,493
1107708,23,480,17,520
1107709,16,324,4,344
1107710,12,391,15,418
1107711,29,420,47,496
1107712,7,212,11,230
1107713,34,492,26,552
1107714,27,302,6,335
1107715,11,374,32,417
1107716,18,444,25,487
1107717,16,368,15,399
1107718,11,424,12,447
1107719,21,369,15,405
1107720,13,400,49,462
1107721,18,300,3,321
1107722,8,251,10,269
1107723,16,408,27,451
1107724,68,191,6,265
1107725,15,197,24,236
1107726,23,422,25,470
1107727,11,347,19,377
1107728,3,390,30,423
1107729,13,361,18,392
1107730,16,364,35,415
1107731,27,501,21,549
1107732,6,227,22,255
1107733,38,368,33,439
1107734,15,208,21,244
1107735,0,0,0,0
1107736,6,108,0,114
1107737,6,195,15,216
1107738,3,177,17,197
1107739,61,30,60,151
1107740,27,556,9,592
1107741,26,198,10,234
1107742,4,305,7,316
1107743,9,215,27,251
1107744,7,310,15,332
1107745,21,307,3,331
1107746,16,432,22,470
1107747,27,348,55,430
1107748,15,308,37,360
1107749,18,244,30,292
1107750,24,412,53,489
1107751,15,317,38,370
1107752,20,446,154,620
1107753,18,312,27,357
1107754,21,413,9,443
1107801,12,332,6,350
1107802,13,233,9,255
1107803,19,568,18,605
1107804,19,378,19,416
1107805,27,326,28,381
1107806,19,495,26,540
1107807,5,328,9,342
1107808,31,435,55,521
1107809,9,160,3,172
1107810,11,235,6,252
1107811,6,271,12,289
1107812,12,347,68,427
1107813,0,200,9,209
1107814,6,340,14,360
1107815,29,348,9,386
1107816,3,314,18,335
1107817,15,571,18,604
1107818,12,513,34,559
1107819,6,310,15,331
1107820,3,246,10,259
1107821,11,188,9,208
1107822,24,513,14,551
1107823,4,306,9,319
1107824,12,409,31,452
1107825,49,276,18,343
1107826,17,436,0,453
1107827,6,537,28,571
1107828,30,444,32,506
1107829,32,396,27,455
1107830,29,462,5,496
1107831,6,383,3,392
1107832,27,1293,117,1437
1107833,24,505,15,544
1107834,0,574,11,585
1107835,6,417,15,438
1107836,18,335,15,368
1107837,28,321,113,462
1107838,10,248,25,283
1107839,15,324,43,382
1107901,15,249,9,273
1107902,18,310,12,340
1107903,13,291,12,316
1107904,46,386,21,453
1107905,15,254,18,287
1107906,3,169,9,181
1107907,10,284,12,306
1107908,18,294,9,321
1107909,11,250,4,265
1107910,6,172,6,184
1107911,8,256,12,276
1107912,16,217,15,248
1107913,15,391,12,418
1107914,12,310,6,328
1107915,7,297,0,304
1107916,8,207,16,231
1107917,12,214,10,236
1107918,6,258,21,285
1107919,23,307,3,333
1107920,22,198,16,236
1107921,27,258,8,293
1107922,15,340,11,366
1107923,0,139,9,148
1107924,21,498,10,529
1107925,20,539,15,574
1107926,9,137,3,149
1107927,0,353,11,364
1107928,9,325,15,349
1107929,11,462,25,498
1107930,11,418,3,432
1107931,6,156,0,162
1107932,0,233,6,239
1107933,9,87,0,96
1107934,22,305,12,339
1107935,3,255,12,270
1107936,14,351,9,374
1108001,17,319,12,348
1108002,3,52,0,55
1108003,62,242,9,313
1108004,0,31,0,31
1108005,30,210,18,258
1108006,19,334,6,359
1108007,46,417,48,511
1108008,30,274,39,343
1108009,24,327,24,375
1108010,40,427,14,481
1108011,33,360,21,414
1108012,60,436,32,528
1108013,9,98,9,116
1108014,20,316,67,403
1108015,17,451,22,490
1108016,10,309,6,325
1108017,30,433,27,490
1108018,94,283,10,387
1108019,20,445,49,514
1108020,20,327,25,372
1108021,13,281,0,294
1108022,24,273,13,310
1108023,34,299,9,342
1108024,27,242,9,278
1108025,18,424,3,445
1108026,0,0,240,240
1108027,15,366,13,394
1108028,21,330,0,351
1108029,24,437,22,483
1108030,33,436,10,479
1108031,43,357,15,415
1108032,27,249,12,288
1108033,27,357,9,393
1108034,27,309,4,340
1108035,18,347,7,372
1108036,6,144,9,159
1108037,21,357,30,408
1108038,15,253,18,286
1108039,25,410,6,441
1108040,26,495,25,546
1108041,139,301,25,465
1108042,25,285,6,316
1108043,31,390,9,430
1108044,28,485,17,530
1108045,43,579,40,662
1108046,97,229,27,353
1108047,21,251,18,290
1108048,30,322,8,360
1108049,21,164,6,191
1108050,23,358,10,391
1108051,0,0,0,0
1108101,20,237,29,286
1108102,48,366,21,435
1108103,16,226,8,250
1108104,18,139,27,184
1108105,20,279,34,333
1108106,21,267,13,301
1108107,22,217,18,257
1108108,35,326,23,384
1108109,27,252,22,301
1108110,30,221,15,266
1108111,0,0,0,0
1108112,17,262,7,286
1108113,38,306,13,357
1108114,29,429,19,477
1108115,11,238,12,261
1108116,18,201,3,222
1108117,14,312,3,329
1108118,22,273,3,298
1108119,22,165,9,196
1108120,30,338,20,388
1108121,33,306,12,351
1108122,22,218,17,257
1108123,18,243,27,288
1108124,13,363,19,395
1108125,18,184,12,214
1108126,6,175,6,187
1108127,10,161,0,171
1108128,7,294,7,308
1108129,17,268,3,288
1108130,13,321,12,346
1108131,27,309,3,339
1108132,29,298,9,336
1108133,30,225,13,268
1108134,37,480,38,555
1108135,39,511,6,556
1108136,37,355,35,427
1108137,14,215,16,245
1108138,19,219,3,241
1108139,16,277,0,293
1108140,11,229,3,243
1108141,12,202,3,217
1108142,16,319,12,347
1108143,22,323,7,352
1108144,24,300,24,348
1108145,18,281,39,338
1108146,23,382,0,405
1108147,33,305,12,350
1108148,10,129,4,143
1108149,13,171,6,190
1108150,10,196,5,211
1108201,9,43,6,58
1108202,14,266,15,295
1108203,41,497,37,575
1108204,103,584,27,714
1108205,29,311,9,349
1108206,3,41,0,44
1108207,28,554,18,600
1108208,6,172,6,184
1108209,13,175,6,194
1108210,3,6,0,9
1108211,36,343,25,404
1108212,19,315,9,343
1108213,26,329,11,366
1108214,26,334,3,363
1108215,138,361,27,526
1108216,51,324,5,380
1108217,16,184,18,218
1108218,22,205,9,236
1108219,21,319,9,349
1108220,10,180,15,205
1108221,43,409,14,466
1108222,57,377,18,452
1108223,4,174,6,184
1108224,21,318,13,352
1108225,16,187,10,213
1108226,16,280,10,306
1108227,15,318,12,345
1108228,12,290,27,329
